	Statement	Label	Primary_Evidence	Secondary_Evidence
233ff4c7-eb66-4384-97bb-fd4e8762c541	Recurrence-free Survival, used as the outcome measurement in NCT01806259 and Clinical Benefit Rate, used in NCT00057941 are not synonymous, and represent entirely different patient characteristics. 	Entailment	Outcome Measurement:   Clinical Benefit Rate  Clinical benefit = complete response (CR), partial response (PR), or stable disease (SD) lasting for at least 6 months, assessed per Response Evaluation Criteria of Solid Tumor (RECIST).CR=disappearance of all target and non-target lesions. PR= disappearance of or at least 30% decrease in the sum of the longest diameters of target lesions, with non-progressive disease in non-target lesions. SD= sum of the longest diameters of target lesions decrease <30% or increase <20%, with non-progressive disease in non-target lesions. 141 eligible, treated patients were included.  Time frame: assessed every 3 cycles while on treatment, assessed every 3 months when follow up <2 years, every 6 months between 2-3 years,no specific requirements after 3 years	Outcome Measurement:   Recurrence-free Survival  2 years for the primary analysis + 3 additional years for secondary analysis (From date of randomization until the date of first documented progression or date of death from any cause, whichever came first, assessed up to 5 years)  Time frame: 5 years
7a0f8a8b-14b0-4eda-977f-9f4f875d0d46	DLT occurence, used as the outcome measurement in NCT01806259 and Clinical Benefit Rate, used in NCT00057941 are not synonymous, and represent entirely different patient characteristics. 	Contradiction	Outcome Measurement:   Clinical Benefit Rate  Clinical benefit = complete response (CR), partial response (PR), or stable disease (SD) lasting for at least 6 months, assessed per Response Evaluation Criteria of Solid Tumor (RECIST).CR=disappearance of all target and non-target lesions. PR= disappearance of or at least 30% decrease in the sum of the longest diameters of target lesions, with non-progressive disease in non-target lesions. SD= sum of the longest diameters of target lesions decrease <30% or increase <20%, with non-progressive disease in non-target lesions. 141 eligible, treated patients were included.  Time frame: assessed every 3 cycles while on treatment, assessed every 3 months when follow up <2 years, every 6 months between 2-3 years,no specific requirements after 3 years	Outcome Measurement:   Recurrence-free Survival  2 years for the primary analysis + 3 additional years for secondary analysis (From date of randomization until the date of first documented progression or date of death from any cause, whichever came first, assessed up to 5 years)  Time frame: 5 years
f303bf19-aff7-49e9-b703-9cdfbd3aa3fe	In total Over 82% patient in NCT01806259 achieve Recurrence-free Survival after 5 years.	Entailment	Outcome Measurement:   Recurrence-free Survival  2 years for the primary analysis + 3 additional years for secondary analysis (From date of randomization until the date of first documented progression or date of death from any cause, whichever came first, assessed up to 5 years)  Time frame: 5 yearsResults 1:   Arm/Group Title: Ketorolac 30 mg  Arm/Group Description: Active drug to be compared with placebo  Ketorolac 30 mg IV  Overall Number of Participants Analyzed: 96  Measure Type: Count of Participants  Unit of Measure: Participants  80  83.3%Results 2:   Arm/Group Title: NaCl 0.9% 3mL  Arm/Group Description: Ketorolac 30 mg IV  Overall Number of Participants Analyzed: 107  Measure Type: Count of Participants  Unit of Measure: Participants  96  89.7%	
5cd4448a-1015-4e05-8f03-759a672fe9ea	In total Over 85% patient in NCT01806259 achieve Recurrence-free Survival after 3 years.	Contradiction	Outcome Measurement:   Recurrence-free Survival  2 years for the primary analysis + 3 additional years for secondary analysis (From date of randomization until the date of first documented progression or date of death from any cause, whichever came first, assessed up to 5 years)  Time frame: 5 yearsResults 1:   Arm/Group Title: Ketorolac 30 mg  Arm/Group Description: Active drug to be compared with placebo  Ketorolac 30 mg IV  Overall Number of Participants Analyzed: 96  Measure Type: Count of Participants  Unit of Measure: Participants  80  83.3%Results 2:   Arm/Group Title: NaCl 0.9% 3mL  Arm/Group Description: Ketorolac 30 mg IV  Overall Number of Participants Analyzed: 107  Measure Type: Count of Participants  Unit of Measure: Participants  96  89.7%	
9e001d6e-2f54-46ff-922c-859135b2ab9a	The biggest change in Change From Baseline in Serum Beta C-terminal Cross-linking Telopeptide of Type I Collagen (betaCTX) at Week 4 observed in NCT00558272 was a patient in the AZD0530 175 mg group, with a -75.9 % change from baseline.	Entailment	Outcome Measurement:   Percentage Change From Baseline in Serum Beta C-terminal Cross-linking Telopeptide of Type I Collagen (betaCTX) at Week 4  Result at Week 4 minus result at baseline as a percentage of the result at baseline, based on log transformed data. Back transformation of the least squares (LS) mean.  Time frame: Baseline to Week 4Results 1:   Arm/Group Title: AZD0530 175 mg  Arm/Group Description: AZD0530 (saracatinib) 175 mg once daily  Overall Number of Participants Analyzed: 46  Geometric Mean (95% Confidence Interval)  Unit of Measure: Percentage change in betaCTX  -71.1        (-75.9 to -65.4)Results 2:   Arm/Group Title: Zoledronic Acid 4 mg  Arm/Group Description: Zoledronic Acid 4 mg on Day 1 of the 4-week treatment period  Overall Number of Participants Analyzed: 65  Geometric Mean (95% Confidence Interval)  Unit of Measure: Percentage change in betaCTX  -68.4        (-73.0 to -63.2)	
75d3b8e0-3fae-40f8-bf03-002af5e714e8	The biggest change in Change From Baseline in Serum Beta C-terminal Cross-linking Telopeptide of Type I Collagen (betaCTX) at Week 4 observed in NCT00558272 was a patient in the Zoledronic Acid 4 mg group, with a -73.0 % change from baseline.	Contradiction	Outcome Measurement:   Percentage Change From Baseline in Serum Beta C-terminal Cross-linking Telopeptide of Type I Collagen (betaCTX) at Week 4  Result at Week 4 minus result at baseline as a percentage of the result at baseline, based on log transformed data. Back transformation of the least squares (LS) mean.  Time frame: Baseline to Week 4Results 1:   Arm/Group Title: AZD0530 175 mg  Arm/Group Description: AZD0530 (saracatinib) 175 mg once daily  Overall Number of Participants Analyzed: 46  Geometric Mean (95% Confidence Interval)  Unit of Measure: Percentage change in betaCTX  -71.1        (-75.9 to -65.4)Results 2:   Arm/Group Title: Zoledronic Acid 4 mg  Arm/Group Description: Zoledronic Acid 4 mg on Day 1 of the 4-week treatment period  Overall Number of Participants Analyzed: 65  Geometric Mean (95% Confidence Interval)  Unit of Measure: Percentage change in betaCTX  -68.4        (-73.0 to -63.2)	
3c186221-f714-41d7-a321-93e9083ee4ca	Cohort 2 of NCT01797120 is only receiving placebo tablets, and no other medications.	Entailment	INTERVENTION 2:   Fulvestrant & Placebo  Fulvestrant Day 1 & 15 of Cycle 1, then Day 1 of all subsequent cycles (every 28 days for 12 cycles) plus placebo daily x 12 cycles.  Fulvestrant: Fulvestrant 500 mg Day 1 & 15 of Cycle 1, then 500 mg Day 1 of all subsequent cycles (every 28 days for 12 cycles).  If no evidence of disease progression after 12 cycles, unblind and continue same dose and schedule until progression or unacceptable toxicity.  Placebo: Placebo for Everolimus (2 tablets) daily x 12 cycles. Placebo manufactured to mimic everolimus tablet.	
c5afec0f-c5cd-43fb-a6ed-369d9634cb42	NCT02005887 and NCT01797120 both have a placebo arm and a test arm.	Contradiction	INTERVENTION 2:   Fulvestrant & Placebo  Fulvestrant Day 1 & 15 of Cycle 1, then Day 1 of all subsequent cycles (every 28 days for 12 cycles) plus placebo daily x 12 cycles.  Fulvestrant: Fulvestrant 500 mg Day 1 & 15 of Cycle 1, then 500 mg Day 1 of all subsequent cycles (every 28 days for 12 cycles).  If no evidence of disease progression after 12 cycles, unblind and continue same dose and schedule until progression or unacceptable toxicity.  Placebo: Placebo for Everolimus (2 tablets) daily x 12 cycles. Placebo manufactured to mimic everolimus tablet.	INTERVENTION 1:   Arm A: Triptorelin + Letrozol  Arm A: Triptorelin 3.75 mg i.m. on day 1 every 28 days for 6 cycles + letrozole 2.5 mg/day orally for 6 cycles  Triptorelin: Triptorelin 3.75 mg injected into the muscle on day 1 every 28 days for 6 cycles (1 cycle= 28 days)  Letrozole: Letrozole 2.5 mg orally every day for 6 cyclesINTERVENTION 2:   Arm B: Degarelix + Letrozol  Arm B: Degarelix 240 mg s.c. on day 1 of cycle 1, followed by 80 mg s.c. on day 1 of cycles 2 to 6 + letrozole 2.5 mg every day orally for 6 cycles  Degarelix: Degarelix 240 mg injected under the skin given as two injections of 120 mg on the first day of treatment, followed by injection of 80 mg on day 1 of cycles 2 to 6 (1 cycle=28 days)  Letrozole: Letrozole 2.5 mg orally every day for 6 cycles
994f32b0-cc0a-4c4e-9670-55c7cbc23f93	All Participants in NCT02005887 and NCT00050011 are receiving the same daily dose of oral Letrozole for the same duration of time.	Entailment	INTERVENTION 1:   Arm A: Triptorelin + Letrozol  Arm A: Triptorelin 3.75 mg i.m. on day 1 every 28 days for 6 cycles + letrozole 2.5 mg/day orally for 6 cycles  Triptorelin: Triptorelin 3.75 mg injected into the muscle on day 1 every 28 days for 6 cycles (1 cycle= 28 days)  Letrozole: Letrozole 2.5 mg orally every day for 6 cycles	INTERVENTION 1:   Zoledronic Acid Upfront  Participants in the upfront arm received Zoledronic Acid 4 mg i.v. on Day 1 and every 6 months until disease progression (recurrence)or the end of study. Participants also received Letrozole 2.5 daily plus calcium (1000-1200 mg) and vitamin D (400-800 IU) daily.  Letrozole : Participants received 2.5 mg daily.  Zoledronic Acid : Participants received Zoledronic Acid 4 mg IV 15-minute infusion every 6 months.
4c4f625d-d5e6-4c7b-b6c4-b4e93fcdd773	All Participants in NCT02005887 and NCT00050011 are receiving the same daily dose of Degarelix injected into the muscle, for the same duration of time.	Contradiction	INTERVENTION 1:   Arm A: Triptorelin + Letrozol  Arm A: Triptorelin 3.75 mg i.m. on day 1 every 28 days for 6 cycles + letrozole 2.5 mg/day orally for 6 cycles  Triptorelin: Triptorelin 3.75 mg injected into the muscle on day 1 every 28 days for 6 cycles (1 cycle= 28 days)  Letrozole: Letrozole 2.5 mg orally every day for 6 cycles	INTERVENTION 1:   Zoledronic Acid Upfront  Participants in the upfront arm received Zoledronic Acid 4 mg i.v. on Day 1 and every 6 months until disease progression (recurrence)or the end of study. Participants also received Letrozole 2.5 daily plus calcium (1000-1200 mg) and vitamin D (400-800 IU) daily.  Letrozole : Participants received 2.5 mg daily.  Zoledronic Acid : Participants received Zoledronic Acid 4 mg IV 15-minute infusion every 6 months.
f0490d91-2bb2-479d-94d3-818bc53f2c1e	NCT00050011 results show that Zoledronic Acid Upfront is a better treatment than Zoledronic Acid Delayed-start for increasing Lumbar Spine (L1-L4) Bone Mineral Density (BMD).	Entailment	Outcome Measurement:   Percent Change From Baseline in Lumbar Spine (L1-L4) Bone Mineral Density (BMD)  Bone mineral density (BMD) measurements were assessed by dual energy x-ray absorptiometry (DXA). The DXA devices of participating sites were cross-calibrated and the DXA results were compiled and analyzed by a central reader. Percent change = 100*((BMD at Month 12 - Baseline BMD)/Baseline BMD)). Missing data at month 12 were imputed by using the last observation carried forward (LOCF) method. Post-baseline non-missing data from month 6 were carried forward to month 12. Data prior to month 6 were not carried forward.  Time frame: Baseline, 12 monthsResults 1:   Arm/Group Title: Zoledronic Acid Upfront  Arm/Group Description: Participants in the upfront arm received Zoledronic Acid 4 mg i.v. on Day 1 and every 6 months until disease progression (recurrence)or the end of study. Participants also received Letrozole 2.5 daily plus calcium (1000-1200 mg) and vitamin D (400-800 IU) daily.  Letrozole : Participants received 2.5 mg daily.  Zoledronic Acid : Participants received Zoledronic Acid 4 mg IV 15-minute infusion every 6 months.  Overall Number of Participants Analyzed: 253  Mean (Standard Deviation)  Unit of Measure: Percentage of BMD  1.955         (3.3658)Results 2:   Arm/Group Title: Zoledronic Acid Delayed-start  Arm/Group Description: In lieu of a placebo arm, which was considered unethical for this trial, a delayed start arm was used. Participants who met certain clinical criteria indicating risk of lumbar spine or total hip fracture, or experienced clinical fracture unrelated to trauma or any asymptomatic fracture discovered at the Month 36 scheduled visit, were started on zoledronic acid 4 mg i.v. and for every 6 months until disease progression (recurrence) or end of study. Participants also received Letrozole 2.5 daily plus calcium (1000-1200 mg) and vitamin D (400-800 IU) daily.  Letrozole : Participants received 2.5 mg daily.  Zoledronic Acid : Participants received Zoledronic Acid 4 mg IV 15-minute infusion every 6 months.  Overall Number of Participants Analyzed: 256  Mean (Standard Deviation)  Unit of Measure: Percentage of BMD  -2.325         (3.9542)	
ee61d638-4ddc-4051-a300-67e6b8ce8411	NCT00050011 results show that Zoledronic Acid Upfront is a better treatment than Zoledronic Acid Delayed-start for preventing any change in Lumbar Spine (L1-L4) Bone Mineral Density (BMD).	Contradiction	Outcome Measurement:   Percent Change From Baseline in Lumbar Spine (L1-L4) Bone Mineral Density (BMD)  Bone mineral density (BMD) measurements were assessed by dual energy x-ray absorptiometry (DXA). The DXA devices of participating sites were cross-calibrated and the DXA results were compiled and analyzed by a central reader. Percent change = 100*((BMD at Month 12 - Baseline BMD)/Baseline BMD)). Missing data at month 12 were imputed by using the last observation carried forward (LOCF) method. Post-baseline non-missing data from month 6 were carried forward to month 12. Data prior to month 6 were not carried forward.  Time frame: Baseline, 12 monthsResults 1:   Arm/Group Title: Zoledronic Acid Upfront  Arm/Group Description: Participants in the upfront arm received Zoledronic Acid 4 mg i.v. on Day 1 and every 6 months until disease progression (recurrence)or the end of study. Participants also received Letrozole 2.5 daily plus calcium (1000-1200 mg) and vitamin D (400-800 IU) daily.  Letrozole : Participants received 2.5 mg daily.  Zoledronic Acid : Participants received Zoledronic Acid 4 mg IV 15-minute infusion every 6 months.  Overall Number of Participants Analyzed: 253  Mean (Standard Deviation)  Unit of Measure: Percentage of BMD  1.955         (3.3658)Results 2:   Arm/Group Title: Zoledronic Acid Delayed-start  Arm/Group Description: In lieu of a placebo arm, which was considered unethical for this trial, a delayed start arm was used. Participants who met certain clinical criteria indicating risk of lumbar spine or total hip fracture, or experienced clinical fracture unrelated to trauma or any asymptomatic fracture discovered at the Month 36 scheduled visit, were started on zoledronic acid 4 mg i.v. and for every 6 months until disease progression (recurrence) or end of study. Participants also received Letrozole 2.5 daily plus calcium (1000-1200 mg) and vitamin D (400-800 IU) daily.  Letrozole : Participants received 2.5 mg daily.  Zoledronic Acid : Participants received Zoledronic Acid 4 mg IV 15-minute infusion every 6 months.  Overall Number of Participants Analyzed: 256  Mean (Standard Deviation)  Unit of Measure: Percentage of BMD  -2.325         (3.9542)	
daf17191-5a41-4c6c-99fc-69851bf02c2f	NCT00256698 and NCT03573804 use completely different drugs and techniques for their interventions.	Entailment	INTERVENTION 1:   Fulvestrant + Anastrozole  Fulvestrant 250 mg Loading Dose Regimen + Anastrozole 1 mgINTERVENTION 2:   AnastrozoleAnastrozole 1 mg	INTERVENTION 1:   Prone to Supine MRI Evaluated by Radiologist A  Radiologist A, number of participants successfully segmentedINTERVENTION 2:   Prone to Supine MRI Evaluated by Radiologist B  Radiologist B, number of participants successfully segmented
c140f2eb-8b46-4510-9769-192759225d46	NCT00256698 and NCT03573804 use completely different drugs and techniques for their interventions, however they both require trained Radiologists on site for evaluation.	Contradiction	INTERVENTION 1:   Fulvestrant + Anastrozole  Fulvestrant 250 mg Loading Dose Regimen + Anastrozole 1 mgINTERVENTION 2:   AnastrozoleAnastrozole 1 mg	INTERVENTION 1:   Prone to Supine MRI Evaluated by Radiologist A  Radiologist A, number of participants successfully segmentedINTERVENTION 2:   Prone to Supine MRI Evaluated by Radiologist B  Radiologist B, number of participants successfully segmented
b93c163c-5f82-4110-8877-4ab56df3324b	Participants of NCT03573804 must undergo at least one MRI during the intervention, in NCT02781051 patients must use a fitbit.	Entailment	INTERVENTION 1:   Prone to Supine MRI Evaluated by Radiologist A  Radiologist A, number of participants successfully segmentedINTERVENTION 2:   Prone to Supine MRI Evaluated by Radiologist B  Radiologist B, number of participants successfully segmented	INTERVENTION 1:   Physical Activity Intervention  Participants will participate in a multi-component physical activity intervention for 12 weeks with a 6 month follow up.  Print-based education: Subjects were given a copy of Exercise for Health: An Exercise Guide for Breast Cancer Survivors. Topics covered within the book include benefits of exercise; recommendations on type, duration, frequency and intensity of exercise; goal-setting; and advice on overcoming barriers.  Fitbit: Subjects were provided with a Fitbit and instructed to wear the device daily.  Active Living counseling: The Active Living counseling program consists of 12 weekly group educational sessions. These sessions involved discussion of topics related to increasing physical activity, including: identifying and overcoming barriers, setting goals, and time management.  Facility Access: Subjects will have access to the exercise lab in the UT Southwestern Depression Center consisting of equipment for aerobic exercise (treadmills, stationary bikes, etc.).
c9bb8766-3ff2-405e-b1bb-c528d58827b0	Participants of NCT03573804 must undergo at least one MRI during the intervention and a strict chemotherapy regiment, whereas in NCT02781051 patients must use a fitbit.	Contradiction	INTERVENTION 1:   Prone to Supine MRI Evaluated by Radiologist A  Radiologist A, number of participants successfully segmentedINTERVENTION 2:   Prone to Supine MRI Evaluated by Radiologist B  Radiologist B, number of participants successfully segmented	INTERVENTION 1:   Physical Activity Intervention  Participants will participate in a multi-component physical activity intervention for 12 weeks with a 6 month follow up.  Print-based education: Subjects were given a copy of Exercise for Health: An Exercise Guide for Breast Cancer Survivors. Topics covered within the book include benefits of exercise; recommendations on type, duration, frequency and intensity of exercise; goal-setting; and advice on overcoming barriers.  Fitbit: Subjects were provided with a Fitbit and instructed to wear the device daily.  Active Living counseling: The Active Living counseling program consists of 12 weekly group educational sessions. These sessions involved discussion of topics related to increasing physical activity, including: identifying and overcoming barriers, setting goals, and time management.  Facility Access: Subjects will have access to the exercise lab in the UT Southwestern Depression Center consisting of equipment for aerobic exercise (treadmills, stationary bikes, etc.).
811b19f7-872a-462a-a60f-45226e3d9630	The intervention for NCT02781051 requires participants to exercise for 12 weeks while wearing a fitbit, no physical activity is explicitly required for NCT01067976.	Entailment	INTERVENTION 1:   Physical Activity Intervention  Participants will participate in a multi-component physical activity intervention for 12 weeks with a 6 month follow up.  Print-based education: Subjects were given a copy of Exercise for Health: An Exercise Guide for Breast Cancer Survivors. Topics covered within the book include benefits of exercise; recommendations on type, duration, frequency and intensity of exercise; goal-setting; and advice on overcoming barriers.  Fitbit: Subjects were provided with a Fitbit and instructed to wear the device daily.  Active Living counseling: The Active Living counseling program consists of 12 weekly group educational sessions. These sessions involved discussion of topics related to increasing physical activity, including: identifying and overcoming barriers, setting goals, and time management.  Facility Access: Subjects will have access to the exercise lab in the UT Southwestern Depression Center consisting of equipment for aerobic exercise (treadmills, stationary bikes, etc.).	INTERVENTION 1:   CMRM vs UMRM[Not Specified]
b4399a17-5155-4b64-a464-df02e42536e8	The intervention for NCT02781051 requires participants to exercise for 12 weeks while wearing a fitbit, in contrast a full year of daily physical exercise is explicitly required for NCT01067976.	Contradiction	INTERVENTION 1:   Physical Activity Intervention  Participants will participate in a multi-component physical activity intervention for 12 weeks with a 6 month follow up.  Print-based education: Subjects were given a copy of Exercise for Health: An Exercise Guide for Breast Cancer Survivors. Topics covered within the book include benefits of exercise; recommendations on type, duration, frequency and intensity of exercise; goal-setting; and advice on overcoming barriers.  Fitbit: Subjects were provided with a Fitbit and instructed to wear the device daily.  Active Living counseling: The Active Living counseling program consists of 12 weekly group educational sessions. These sessions involved discussion of topics related to increasing physical activity, including: identifying and overcoming barriers, setting goals, and time management.  Facility Access: Subjects will have access to the exercise lab in the UT Southwestern Depression Center consisting of equipment for aerobic exercise (treadmills, stationary bikes, etc.).	INTERVENTION 1:   CMRM vs UMRM[Not Specified]
98a324b6-546b-4b8f-b514-8b01cfef263b	Unlike NCT00941330, NCT01067976 does not provide a duration of cycles or any dosages in the intervention section.	Entailment	INTERVENTION 1:   CMRM vs UMRM[Not Specified]	INTERVENTION 1:   A: Exemestane  ARM A: Patients will be treated with exemestane.  Exemestane: 25 mg daily by mouth for 6 to 12 months.INTERVENTION 2:   B: Docetaxel and Cytoxan  ARM B: Patients will be treated with docetaxel and cytoxan.  Docetaxel: Docetaxel (75 mg/m²) into a vein once every 3 weeks for 6 cycles (6 times in about 24 weeks).  Cytoxan: Cytoxan (600 mg/m²) into a vein once every 3 weeks for 6 cycles (6 times in about 24 weeks).
5a7db6a6-b759-46ea-8a7f-f4a0444b698b	Unlike NCT00941330, NCT01067976 only provides the duration of cycles and drug doses in the intervention section.	Contradiction	INTERVENTION 1:   CMRM vs UMRM[Not Specified]	INTERVENTION 1:   A: Exemestane  ARM A: Patients will be treated with exemestane.  Exemestane: 25 mg daily by mouth for 6 to 12 months.INTERVENTION 2:   B: Docetaxel and Cytoxan  ARM B: Patients will be treated with docetaxel and cytoxan.  Docetaxel: Docetaxel (75 mg/m²) into a vein once every 3 weeks for 6 cycles (6 times in about 24 weeks).  Cytoxan: Cytoxan (600 mg/m²) into a vein once every 3 weeks for 6 cycles (6 times in about 24 weeks).
6f337a7c-50ee-4e53-b3bc-697d86213f07	Patients in cohort 1 of NCT00941330 receive Exemestane more often than cohort 2 patients receive Cytoxan.	Entailment	INTERVENTION 1:   A: Exemestane  ARM A: Patients will be treated with exemestane.  Exemestane: 25 mg daily by mouth for 6 to 12 months.INTERVENTION 2:   B: Docetaxel and Cytoxan  ARM B: Patients will be treated with docetaxel and cytoxan.  Docetaxel: Docetaxel (75 mg/m²) into a vein once every 3 weeks for 6 cycles (6 times in about 24 weeks).  Cytoxan: Cytoxan (600 mg/m²) into a vein once every 3 weeks for 6 cycles (6 times in about 24 weeks).	
717727eb-ec0d-4a06-9db5-da276566860f	Patients in cohort 1 of NCT00941330 receive Exemestane twice as often as cohort 2 patients receive Cytoxan.	Contradiction	INTERVENTION 1:   A: Exemestane  ARM A: Patients will be treated with exemestane.  Exemestane: 25 mg daily by mouth for 6 to 12 months.INTERVENTION 2:   B: Docetaxel and Cytoxan  ARM B: Patients will be treated with docetaxel and cytoxan.  Docetaxel: Docetaxel (75 mg/m²) into a vein once every 3 weeks for 6 cycles (6 times in about 24 weeks).  Cytoxan: Cytoxan (600 mg/m²) into a vein once every 3 weeks for 6 cycles (6 times in about 24 weeks).	
7a588cac-3a1f-48b7-982a-3880718ca6d8	Cohort 2 of NCT00322374 receive a higher dose of Ixabepilone than cohort 1, but the same dose of Epirubicin.	Entailment	INTERVENTION 1:   Ixabepilone 25 mg^m2 + Epirubicin 75 mg^m2  Participants received 25 mg/m^2 Ixabepilone as a 3-hour IV infusion following a 3- to 5-minute IV infusion of 75 mg/m^2 epirubicin every 21 days.INTERVENTION 2:   Ixabepilone 30 mg^m2 + Epirubicin 75 mg^m2  Participants received 30 mg/m^2 Ixabepilone as a 3-hour IV infusion following a 3- to 5-minute IV infusion of 75 mg/m^2 epirubicin every 21 days.	
89d1085f-15d6-4213-8202-477cf5278ab8	Cohort 2 of NCT00322374 receive a higher dose of Ixabepilone, at a higher frequency, than cohort 1, 	Contradiction	INTERVENTION 1:   Ixabepilone 25 mg^m2 + Epirubicin 75 mg^m2  Participants received 25 mg/m^2 Ixabepilone as a 3-hour IV infusion following a 3- to 5-minute IV infusion of 75 mg/m^2 epirubicin every 21 days.INTERVENTION 2:   Ixabepilone 30 mg^m2 + Epirubicin 75 mg^m2  Participants received 30 mg/m^2 Ixabepilone as a 3-hour IV infusion following a 3- to 5-minute IV infusion of 75 mg/m^2 epirubicin every 21 days.	
ea56228e-9e8c-4f59-bce2-8a45f7021e48	NCT00611624 and NCT00600340 administer their interventions at different frequencies.	Entailment	INTERVENTION 1:   Five Days of Mammosite Therapy[Not Specified]	INTERVENTION 1:   Bevacizumab Plus Paclitaxel  Bevacizumab 10 mg/kg intravenous (i.v.), days 1 and 15, every 4 weeks, Paclitaxel 90 mg/m2, days 1, 8 and 15, every 4 weeksINTERVENTION 2:   Bevacizumab Plus Capecitabine  Bevacizumab 15 mg/kg i.v., day 1, every 3 weeks, Capecitabine 1000 mg/m² twice-daily, days 1-14, every 3 weeks
30e5f0f0-2c7c-4195-8b45-b909f5eeacc4	NCT00611624 and NCT00600340 require patients to undergo a minimum of two weeks of Mammosite Therapy.	Contradiction	INTERVENTION 1:   Five Days of Mammosite Therapy[Not Specified]	INTERVENTION 1:   Bevacizumab Plus Paclitaxel  Bevacizumab 10 mg/kg intravenous (i.v.), days 1 and 15, every 4 weeks, Paclitaxel 90 mg/m2, days 1, 8 and 15, every 4 weeksINTERVENTION 2:   Bevacizumab Plus Capecitabine  Bevacizumab 15 mg/kg i.v., day 1, every 3 weeks, Capecitabine 1000 mg/m² twice-daily, days 1-14, every 3 weeks
9bd1cb3e-7760-42ef-ac07-7891301b28d2	Cohorts 1 of NCT00600340 recieves Bevacizumab at a higher frequency than cohort 2.	Entailment	INTERVENTION 1:   Bevacizumab Plus Paclitaxel  Bevacizumab 10 mg/kg intravenous (i.v.), days 1 and 15, every 4 weeks, Paclitaxel 90 mg/m2, days 1, 8 and 15, every 4 weeksINTERVENTION 2:   Bevacizumab Plus Capecitabine  Bevacizumab 15 mg/kg i.v., day 1, every 3 weeks, Capecitabine 1000 mg/m² twice-daily, days 1-14, every 3 weeks	
2ca61ca4-045e-4339-bc55-0ae3697072e4	Cohorts 1 of NCT00600340 recieves Bevacizumab at a higher frequency and dose than cohort 2.	Contradiction	INTERVENTION 1:   Bevacizumab Plus Paclitaxel  Bevacizumab 10 mg/kg intravenous (i.v.), days 1 and 15, every 4 weeks, Paclitaxel 90 mg/m2, days 1, 8 and 15, every 4 weeksINTERVENTION 2:   Bevacizumab Plus Capecitabine  Bevacizumab 15 mg/kg i.v., day 1, every 3 weeks, Capecitabine 1000 mg/m² twice-daily, days 1-14, every 3 weeks	
95ef0d6a-608a-4f74-9eba-5d26962af931	We cannot compare the doses and frequencies provided in the intervention sections of NCT01118624 and NCT01852032.	Entailment	INTERVENTION 1:   Breast Cancer Patients  Tomosynthesis Breast Scanning is done and breast CT Scanning is done.	INTERVENTION 1:   Pralatrexate  Study drug 190 mg/m^2 for 2 to 4 weeks.
0a2df0b0-396b-4c79-b4d3-2bd3cb4354cc	NCT01118624 administers placebo tablets at twice the rate of NCT01852032, but less than half the dose.	Contradiction	INTERVENTION 1:   Breast Cancer Patients  Tomosynthesis Breast Scanning is done and breast CT Scanning is done.	INTERVENTION 1:   Pralatrexate  Study drug 190 mg/m^2 for 2 to 4 weeks.
7d9e48e7-b677-4725-83ce-da2bcaae48ed	Less than 5% of NCT01118624 participants achieved CR or PR.	Entailment	Outcome Measurement:   Objective Response Rate (ORR)  Tumor response evaluation was performed using RECIST 1.0 using CT/MRI. Proportion of patients achieving a CR or PR is considered in the overall response.  Time frame: Assessed at the end of each even-numbered cycle (every 8 weeks), or per standard of care but no less than 4 weeks and nor more than every 12 weeks (+/- 1 week) if treatment has ended.Results 1:   Arm/Group Title: Pralatrexate  Arm/Group Description: Study drug 190 mg/m^2 for 2 to 4 weeks.  Overall Number of Participants Analyzed: 22  Measure Type: Number  Unit of Measure: participants  1	
e75d63de-76f0-499f-81cd-b2669a4e17aa	The majority of NCT01118624 participants achieved CR or PR.	Contradiction	Outcome Measurement:   Objective Response Rate (ORR)  Tumor response evaluation was performed using RECIST 1.0 using CT/MRI. Proportion of patients achieving a CR or PR is considered in the overall response.  Time frame: Assessed at the end of each even-numbered cycle (every 8 weeks), or per standard of care but no less than 4 weeks and nor more than every 12 weeks (+/- 1 week) if treatment has ended.Results 1:   Arm/Group Title: Pralatrexate  Arm/Group Description: Study drug 190 mg/m^2 for 2 to 4 weeks.  Overall Number of Participants Analyzed: 22  Measure Type: Number  Unit of Measure: participants  1	
a209b768-8773-4f99-8858-2ee86c1165b0	Cohort 2 patients in NCT01712009 receive naproxen at the same frequency as cohort 2 patients in NCT00343382 receive Pilocarpine.	Entailment	INTERVENTION 2:   Naproxen 500 mg BID  Participants received adjuvant or neoadjuvant chemotherapy and pegfilgrastim in addition to prophylactic naproxen 500 mg orally twice a day (BID) for 5 days in each of the 4 cycles, beginning on the day of pegfilgrastim administration.	INTERVENTION 2:   Pilocarpine 2 Times Per Day  Patients receive 5mg of Pilocarpine 2 times per day for 6 weeks.
c30ab9d2-e6b0-4548-b1b1-5cbce4811949	Cohort 2 patients in NCT01712009 receive naproxen at the same frequency and dosage as cohort 2 patients in NCT00343382 receive Pilocarpine.	Contradiction	INTERVENTION 2:   Naproxen 500 mg BID  Participants received adjuvant or neoadjuvant chemotherapy and pegfilgrastim in addition to prophylactic naproxen 500 mg orally twice a day (BID) for 5 days in each of the 4 cycles, beginning on the day of pegfilgrastim administration.	INTERVENTION 2:   Pilocarpine 2 Times Per Day  Patients receive 5mg of Pilocarpine 2 times per day for 6 weeks.
